City,Year,Sport,Discipline,Event,Athlete,Gender,Country,Medal
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"DENISOV, Victor",Men,Soviet Union,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"NOTHNAGEL-VON SECK, Anke",Women,East Germany,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"BARTON, Gregory Mark",Men,United States,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"NAGAEV, Igor",Men,Soviet Union,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"ABRAHAM, Attila",Men,Hungary,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"COX, Annemarie",Women,Netherlands,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"RENEYSKIY, Viktor",Men,Soviet Union,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"DENISOV, Victor",Men,Soviet Union,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"GUECHEVA, Vania",Women,Bulgaria,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"PETKOVA, Ogniana",Women,Bulgaria,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"NOTHNAGEL-VON SECK, Anke",Women,East Germany,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"RAKUSZ, Eva",Women,Hungary,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"DOPIERALA, Marek",Men,Poland,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"PORTWICH, Ramona",Women,East Germany,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"GUECHEVA, Vania",Women,Bulgaria,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"MAC DONALD, Christopher Paul",Men,New Zealand,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"LBIK, Marek",Men,Poland,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"SPELLY, Ingo",Men,East Germany,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"MESZAROS, Erika",Women,Hungary,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"RENAUD, Philippe",Men,France,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"FERGUSON, Ian Gordon",Men,New Zealand,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),"SCHMIDT, Jorg",Men,East Germany,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"BLIESENER, Hans-Jorg",Men,East Germany,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"DOPIERALA, Marek",Men,Poland,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"BETTIN, Joel",Men,France,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"JURAVSCHI, Nikolai",Men,Soviet Union,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),"MARINOV, Martin Guerguiev",Men,Bulgaria,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),"BUKHALOV, Nikolai Petkov",Men,Bulgaria,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"KIRSANOV, Sergei",Men,Soviet Union,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"STAHLE, Andreas",Men,East Germany,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"HODOSI, Sandor",Men,Hungary,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"PALIISKA, Diana",Women,Bulgaria,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"DERCKX, Annemarie",Women,Netherlands,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"GRAHAM, Kelvin John",Men,Australia,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"CSIPES, Ferenc",Men,Hungary,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"IVANOVA-MILKOVA, Borislava",Women,Bulgaria,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"KOBAN, Rita",Women,Hungary,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),"DAVIES, Grant",Men,Australia,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"GECZI, Erika",Women,Hungary,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"WOHLLEBE, Andre",Men,East Germany,Bronze
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"NAGAEV, Igor",Men,Soviet Union,Silver
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),"HEUKRODT, Olaf",Men,East Germany,Gold
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"DYLEWSKA, Izabela",Women,Poland,Bronze
Seoul,1988,Cycling,Cycling Road,team time trial,"SYPYTKOWSKI, Andrzej",Men,Poland,Silver
Seoul,1988,Cycling,Cycling Road,team time trial,"JOHANSSON, Bjorn",Men,Sweden,Bronze
Seoul,1988,Cycling,Cycling Road,team time trial,"LESNIEWSKI, Marek",Men,Poland,Silver
Seoul,1988,Cycling,Cycling Road,team time trial,"JARL, Anders",Men,Sweden,Bronze
Seoul,1988,Cycling,Cycling Road,team time trial,"SCHUR, Jan",Men,East Germany,Gold
Seoul,1988,Cycling,Cycling Road,team time trial,"LANDSMANN, Maik",Men,East Germany,Gold
Seoul,1988,Cycling,Cycling Road,individual road race,"GRONE, Bernd",Men,West Germany,Silver
Seoul,1988,Cycling,Cycling Road,individual road race,"HENN, Christian",Men,West Germany,Bronze
Seoul,1988,Cycling,Cycling Road,team time trial,"KARLSSON, Jan",Men,Sweden,Bronze
Seoul,1988,Cycling,Cycling Road,team time trial,"KUMMER, Mario",Men,East Germany,Gold
Seoul,1988,Cycling,Cycling Road,team time trial,"AMPLER, Uwe",Men,East Germany,Gold
Seoul,1988,Cycling,Cycling Road,team time trial,"JASKULA, Zenon",Men,Poland,Silver
Seoul,1988,Cycling,Cycling Road,individual road race,"NIEHAUS, Judith",Women,West Germany,Silver
Seoul,1988,Cycling,Cycling Road,team time trial,"HALUPCZOK, Joachim",Men,Poland,Silver
Seoul,1988,Cycling,Cycling Road,individual road race,"LUDWIG, Olaf",Men,East Germany,Gold
Seoul,1988,Cycling,Cycling Road,team time trial,"LAFIS, Michel",Men,Sweden,Bronze
Seoul,1988,Cycling,Cycling Road,individual road race,"ZILPORYTE, Laima",Women,Soviet Union,Bronze
Seoul,1988,Cycling,Cycling Road,individual road race,"KNOL, Monique",Women,Netherlands,Gold
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"MEIER, Dirk",Men,East Germany,Silver
Seoul,1988,Cycling,Cycling Track,Individual Pursuit,"UMARAS, Gintautas",Men,Soviet Union,Gold
Seoul,1988,Cycling,Cycling Track,Individual Pursuit,"WOODS, Dean",Men,Australia,Silver
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"NELYUBIN, Dmitri",Men,Soviet Union,Gold
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"HENNIG, Roland",Men,East Germany,Silver
Seoul,1988,Cycling,Cycling Track,Points Race,"PEELEN, Leo",Men,Netherlands,Silver
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"WOLF, Carsten",Men,East Germany,Silver
Seoul,1988,Cycling,Cycling Track,Points Race,"FROST, Dan",Men,Denmark,Gold
Seoul,1988,Cycling,Cycling Track,Individual Pursuit,"DITTERT, Bernd",Men,East Germany,Bronze
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"BLOCHWITZ, Steffen",Men,East Germany,Silver
Seoul,1988,Cycling,Cycling Track,Points Race,"GANEEV, Marat",Men,Soviet Union,Bronze
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"KASPUTIS, Arturas",Men,Soviet Union,Gold
Seoul,1988,Cycling,Cycling Track,1km time trial,"VINNICOMBE, Martin",Men,Australia,Silver
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"EKIMOV, Vyacheslav",Men,Soviet Union,Gold
Seoul,1988,Cycling,Cycling Track,sprint,"LUDING, Christa",Women,East Germany,Silver
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"UMARAS, Gintautas",Men,Soviet Union,Gold
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"DUTTON, Brett",Men,Australia,Bronze
Seoul,1988,Cycling,Cycling Track,Sprint indivual,"NEIWAND, Garry Malcolm",Men,Australia,Bronze
Seoul,1988,Cycling,Cycling Track,1km time trial,"LECHNER, Robert",Men,West Germany,Bronze
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"MCCARNEY, Wayne",Men,Australia,Bronze
Seoul,1988,Cycling,Cycling Track,sprint,"SALUMAE, Erika",Women,Soviet Union,Gold
Seoul,1988,Cycling,Cycling Track,Sprint indivual,"KOVSH, Nikolai",Men,Soviet Union,Silver
Seoul,1988,Cycling,Cycling Track,1km time trial,"KIRICHENKO, Aleksandr",Men,Soviet Union,Gold
Seoul,1988,Cycling,Cycling Track,Sprint indivual,"HESSLICH, Lutz",Men,East Germany,Gold
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"MCGLEDE, Stephen John",Men,Australia,Bronze
Seoul,1988,Cycling,Cycling Track,sprint,"PARASKEVIN-YOUNG, Connie",Women,United States,Bronze
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),"WOODS, Dean",Men,Australia,Bronze
Seoul,1988,Equestrian,Dressage,team,"HOFER, Otto Josef",Men,Switzerland,Silver
Seoul,1988,Equestrian,Dressage,team,"TEODORESCU, Monica",Women,West Germany,Gold
Seoul,1988,Equestrian,Dressage,team,"NICOLL, Ashley",Men,Canada,Bronze
Seoul,1988,Equestrian,Dressage,team,"SCHATZMANN, Samuel",Men,Switzerland,Silver
Seoul,1988,Equestrian,Dressage,team,"PRACHT, Eva Maria",Women,Canada,Bronze
Seoul,1988,Equestrian,Dressage,team,"RAMSEIER, Daniel",Men,Switzerland,Silver
Seoul,1988,Equestrian,Dressage,team,"LINSENHOFF, Ann-Kathrin",Women,West Germany,Gold
Seoul,1988,Equestrian,Dressage,individual,"UPHOFF-BECKER, Nicole",Women,West Germany,Gold
Seoul,1988,Equestrian,Dressage,team,"NEALE-ISHOY, Cynthia Margaret",Women,Canada,Bronze
Seoul,1988,Equestrian,Dressage,team,"UPHOFF-BECKER, Nicole",Women,West Germany,Gold
Seoul,1988,Equestrian,Dressage,individual,"STUECKELBERGER, Christine",Women,Switzerland,Bronze
Seoul,1988,Equestrian,Dressage,team,"KLIMKE, Reiner",Men,West Germany,Gold
Seoul,1988,Equestrian,Dressage,team,"STUECKELBERGER, Christine",Women,Switzerland,Silver
Seoul,1988,Equestrian,Dressage,team,"SMITH, Gina",Women,Canada,Bronze
Seoul,1988,Equestrian,Dressage,individual,"OTTO-CREPIN, Margit",Women,France,Silver
Seoul,1988,Equestrian,Eventing,team,"STRAKER, Karen",Women,United Kingdom,Silver
Seoul,1988,Equestrian,Eventing,team,"HOLGATE-LENG, Virginia",Women,United Kingdom,Silver
Seoul,1988,Equestrian,Eventing,team,"ERHORN, Claus",Men,West Germany,Gold
Seoul,1988,Equestrian,Eventing,team,"KNIGHTON, Margaret",Women,New Zealand,Bronze
Seoul,1988,Equestrian,Eventing,team,"TODD, Mark",Men,New Zealand,Bronze
Seoul,1988,Equestrian,Eventing,team,"BENNIE, Andrew",Men,New Zealand,Bronze
Seoul,1988,Equestrian,Eventing,team,"BAUMANN, Matthias Andreas",Men,West Germany,Gold
Seoul,1988,Equestrian,Eventing,individual,"STARK, Ian",Men,United Kingdom,Silver
Seoul,1988,Equestrian,Eventing,team,"POTTINGER, Tinks",Women,New Zealand,Bronze
Seoul,1988,Equestrian,Eventing,team,"STARK, Ian",Men,United Kingdom,Silver
Seoul,1988,Equestrian,Eventing,team,"PHILLIPS, Mark Anthony Peter",Men,United Kingdom,Silver
Seoul,1988,Equestrian,Eventing,individual,"TODD, Mark",Men,New Zealand,Gold
Seoul,1988,Equestrian,Eventing,individual,"HOLGATE-LENG, Virginia",Women,United Kingdom,Bronze
Seoul,1988,Equestrian,Eventing,team,"EHRENBRINK, Ralf",Men,West Germany,Gold
Seoul,1988,Equestrian,Eventing,team,"KASPAREIT, Thies",Men,West Germany,Gold
Seoul,1988,Equestrian,Jumping,team,"JACQUIN, Lisa Ann",Women,United States,Silver
Seoul,1988,Equestrian,Jumping,individual,"BEST, Gregory Alan",Men,United States,Silver
Seoul,1988,Equestrian,Jumping,team,"ROBERT, Michel",Men,France,Bronze
Seoul,1988,Equestrian,Jumping,team,"BRINKMANN, Wolfgang",Men,West Germany,Gold
Seoul,1988,Equestrian,Jumping,team,"COTTIER, Frederic",Men,France,Bronze
Seoul,1988,Equestrian,Jumping,team,"SLOOTHAAK, Franke",Men,West Germany,Gold
Seoul,1988,Equestrian,Jumping,team,"BEST, Gregory Alan",Men,United States,Silver
Seoul,1988,Equestrian,Jumping,team,"DURAND JR., Pierre",Men,France,Bronze
Seoul,1988,Equestrian,Jumping,team,"BOURDY, Hubert",Men,France,Bronze
Seoul,1988,Equestrian,Jumping,team,"BEERBAUM, Ludger",Men,West Germany,Gold
Seoul,1988,Equestrian,Jumping,team,"KURSINSKI, Anne Kindig",Women,United States,Silver
Seoul,1988,Equestrian,Jumping,individual,"DURAND JR., Pierre",Men,France,Gold
Seoul,1988,Equestrian,Jumping,individual,"HUCK, Karsten",Men,West Germany,Bronze
Seoul,1988,Equestrian,Jumping,team,"FARGIS, Joseph Halpin, Iv",Men,United States,Silver
Seoul,1988,Equestrian,Jumping,team,"HAFEMEISTER, Dirk",Men,West Germany,Gold
Seoul,1988,Fencing,Fencing,foil team,"APTIAOURI, Vladimir",Men,Soviet Union,Gold
Seoul,1988,Fencing,Fencing,foil team,"ERSEK, Zsolt",Men,Hungary,Bronze
Seoul,1988,Fencing,Fencing,épée team,"BORRMANN, Elmar",Men,West Germany,Silver
Seoul,1988,Fencing,Fencing,foil team,"GATAI, Robert",Men,Hungary,Bronze
Seoul,1988,Fencing,Fencing,foil team,"SCHRECK, Ulrich Rainer",Men,West Germany,Silver
Seoul,1988,Fencing,Fencing,épée team,"PUSCH, Alexander",Men,West Germany,Silver
Seoul,1988,Fencing,Fencing,foil team,"STEFANEK, Gertrud",Women,Hungary,Bronze
Seoul,1988,Fencing,Fencing,foil team,"GEY, Matthias",Men,West Germany,Silver
Seoul,1988,Fencing,Fencing,foil individual,"CERIONI, Stefano",Men,Italy,Gold
Seoul,1988,Fencing,Fencing,foil team,"IBRAGUIMOV, Anvar",Men,Soviet Union,Gold
Seoul,1988,Fencing,Fencing,foil team,"FUNKENHAUSER, Zita-Eva",Women,West Germany,Gold
Seoul,1988,Fencing,Fencing,foil team,"ENDRES, Thomas",Men,West Germany,Silver
Seoul,1988,Fencing,Fencing,sabre team,"MEGLIO, Ferdinando",Men,Italy,Bronze
Seoul,1988,Fencing,Fencing,épée individual,"SCHMITT, Arnd Rüdiger",Men,West Germany,Gold
Seoul,1988,Fencing,Fencing,épée team,"REZNITCHENKO, Vladimir",Men,Soviet Union,Bronze
Seoul,1988,Fencing,Fencing,sabre team,"BUJDOSO, Imre",Men,Hungary,Gold
Seoul,1988,Fencing,Fencing,épée team,"TIKHOMIROV, Igor",Men,Soviet Union,Bronze
Seoul,1988,Fencing,Fencing,foil team,"BAU, Sabine Christiane",Women,West Germany,Gold
Seoul,1988,Fencing,Fencing,sabre team,"MARIN, Marco",Men,Italy,Bronze
Seoul,1988,Fencing,Fencing,foil team,"KORETSKI, Boris",Men,Soviet Union,Gold
Seoul,1988,Fencing,Fencing,épée team,"CHOUVALOV, Andrei",Men,Soviet Union,Bronze
Seoul,1988,Fencing,Fencing,épée team,"SCHMITT, Arnd Rüdiger",Men,West Germany,Silver
Seoul,1988,Fencing,Fencing,foil team,"KLUG, Anette",Women,West Germany,Gold
Seoul,1988,Fencing,Fencing,foil team,"MAMEDOV, Ilgar",Men,Soviet Union,Gold
Seoul,1988,Fencing,Fencing,foil individual,"ROMANKOV, Aleksander",Men,Soviet Union,Bronze
Seoul,1988,Fencing,Fencing,sabre individual,"LAMOUR, Jean-Francois",Men,France,Gold
Seoul,1988,Fencing,Fencing,sabre individual,"SCALZO, Giovanni",Men,Italy,Bronze
Seoul,1988,Fencing,Fencing,foil team,"TUSCHAK, Katalin",Women,Hungary,Bronze
Seoul,1988,Fencing,Fencing,épée team,"RIBOUD, Philippe",Men,France,Gold
Seoul,1988,Fencing,Fencing,sabre team,"NEBALD, György",Men,Hungary,Gold
Seoul,1988,Fencing,Fencing,foil team,"SZELEI, Istvan",Men,Hungary,Bronze
Seoul,1988,Fencing,Fencing,foil team,"ZALAFFI, Margherita",Women,Italy,Silver
Seoul,1988,Fencing,Fencing,sabre team,"DALLA BARBA, Gianfranco",Men,Italy,Bronze
Seoul,1988,Fencing,Fencing,foil team,"SZOCS, Zsuzsa",Women,Hungary,Bronze
Seoul,1988,Fencing,Fencing,épée team,"GERULL, Thomas",Men,West Germany,Silver
Seoul,1988,Fencing,Fencing,épée individual,"CHOUVALOV, Andrei",Men,Soviet Union,Bronze
Seoul,1988,Fencing,Fencing,sabre team,"SCALZO, Giovanni",Men,Italy,Bronze
Seoul,1988,Fencing,Fencing,épée team,"SRECKI, Eric",Men,France,Gold
Seoul,1988,Fencing,Fencing,foil team,"KOVACS, Edit",Women,Hungary,Bronze
Seoul,1988,Fencing,Fencing,foil individual,"FICHTEL-MAURITZ, Anja",Women,West Germany,Gold
Seoul,1988,Fencing,Fencing,sabre team,"KORYAKIN, Sergei",Men,Soviet Union,Silver
Seoul,1988,Fencing,Fencing,épée team,"KOLOBKOV, Pavel",Men,Soviet Union,Bronze
Seoul,1988,Fencing,Fencing,sabre team,"GEDOVARI, Imre",Men,Hungary,Gold
Seoul,1988,Fencing,Fencing,foil team,"BUSA, Istvan",Men,Hungary,Bronze
Seoul,1988,Fencing,Fencing,épée team,"HENRY, Jean-Michel",Men,France,Gold
Seoul,1988,Fencing,Fencing,épée team,"LENGLET, Olivier",Men,France,Gold
Seoul,1988,Fencing,Fencing,sabre team,"SZABO, Bence",Men,Hungary,Gold
Seoul,1988,Fencing,Fencing,sabre team,"ALSHAN, Andrei",Men,Soviet Union,Silver
Seoul,1988,Fencing,Fencing,foil team,"SZEKERES, Pal",Men,Hungary,Bronze
Seoul,1988,Fencing,Fencing,sabre team,"POGOSSOV, Gueorgui",Men,Soviet Union,Silver
Seoul,1988,Fencing,Fencing,sabre team,"MINDIRGASOV, Sergei",Men,Soviet Union,Silver
Seoul,1988,Fencing,Fencing,foil team,"WEBER, Christiane",Women,West Germany,Gold
Seoul,1988,Fencing,Fencing,foil team,"JANOSI-NEMETH, Zsuzsanna",Women,Hungary,Bronze
Seoul,1988,Fencing,Fencing,épée team,"TISHKO, Mikhail",Men,Soviet Union,Bronze
Seoul,1988,Fencing,Fencing,foil individual,"BAU, Sabine Christiane",Women,West Germany,Silver
Seoul,1988,Fencing,Fencing,foil team,"ROMANKOV, Aleksander",Men,Soviet Union,Gold
Seoul,1988,Fencing,Fencing,foil team,"VACCARONI, Dorina",Women,Italy,Silver
Seoul,1988,Fencing,Fencing,foil individual,"WAGNER, Udo",Men,East Germany,Silver
Seoul,1988,Fencing,Fencing,épée individual,"RIBOUD, Philippe",Men,France,Silver
Seoul,1988,Fencing,Fencing,épée team,"DELPLA, Frederic",Men,France,Gold
Seoul,1988,Fencing,Fencing,foil team,"GANDOLFI, Annapia",Women,Italy,Silver
Seoul,1988,Fencing,Fencing,sabre team,"CAVALIERE, Massimo",Men,Italy,Bronze
Seoul,1988,Fencing,Fencing,foil team,"BEHR, Matthias",Men,West Germany,Silver
Seoul,1988,Fencing,Fencing,foil team,"TRAVERSA, Lucia",Women,Italy,Silver
Seoul,1988,Fencing,Fencing,foil individual,"FUNKENHAUSER, Zita-Eva",Women,West Germany,Bronze
Seoul,1988,Fencing,Fencing,sabre individual,"OLECH, Janusz",Men,Poland,Silver
Seoul,1988,Fencing,Fencing,épée team,"FISCHER, Volker",Men,West Germany,Silver
Seoul,1988,Fencing,Fencing,foil team,"BORTOLOZZI BORELLA, Francesca",Women,Italy,Silver
Seoul,1988,Fencing,Fencing,sabre team,"CSONGRADI, Laszlo",Men,Hungary,Gold
Seoul,1988,Fencing,Fencing,sabre team,"BURTSEV, Mikhail",Men,Soviet Union,Silver
Seoul,1988,Fencing,Fencing,foil team,"FICHTEL-MAURITZ, Anja",Women,West Germany,Gold
Seoul,1988,Fencing,Fencing,foil team,"WEIDNER, Thorsten",Men,West Germany,Silver
Seoul,1988,Football,Football,football,"DOBROVOLSKI, Igor",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"FERREIRA, Jose",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"KHARIN, Dmitri",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"ALVES, Aloisio",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"TATARCHUK, Vladimir",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"FACH, Holger",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"WALTER, Fritz",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"BORODYUK, Aleksandr",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"YAROVENKO, Yevgeni",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"ANDRADE DA SILVA, Jorge Luiz",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"CANDIDO, Valdo",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"GORLUKOVICH, Sergei",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"BOMMER, Rudolf",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"HORSTER, Thomas",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"SAUER, Gunnar",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"SANTOS BATISTA, Joao",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"WINCK, Luiz Carlos",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"MERGEN TAFFAREL, Claudio Andre",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"CHEREDNIK, Aleksei",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"SAVICHEV, Yuri",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"LOSEV, Viktor",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"SIEVERS, Ralf",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"HASSLER, Thomas",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"PONOMAREV, Igor",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"YANONIS, Arvidas",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"DE AMORIM CAMPOS, Jorge",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"PRUDNIKOV, Aleksei",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"ARAUJO, Jose",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"CRUZ, Andre",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"FUNKEL, Wolfgang",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"NASCIMENTO, Iomar",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"MIKHAILICHENKO, Aleksei",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"RECK, Oliver",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"GRAHAMMER, Roland",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"RAIMUNDO, Ricardo",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"NARBEKOVAS, Arminas",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"WUTTKE, Wolfram",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"SCHULZ, Michael",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"KAMPS, Uwe",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"BERNARDES DOS SANTOS, Edmar",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"DONIZETE LUIZ, Sergio",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"RIEDLE, Karlheinz",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"BEBETO, Jose Roberto",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"KUZNETSOV, Yevgeni",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"DE SOUZA FARIA, Romario",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"FOKIN, Sergei",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"TISHCHENKO, Vadim",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"LYUTYI, Vladimir",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"MILL, Frank",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"DE SOUZA, Hamilton",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"DE SOUZA FILHO, Milton",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"KLINSMANN, Jurgen",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"KETASHVILI, Gela",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"KERCHNER, Nelson",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"SCHREIER, Christian",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"ROQUE KAEFER, Ademir",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"SILVA, Geovani",Men,Brazil,Silver
Seoul,1988,Football,Football,football,"SKLYAROV, Igor",Men,Soviet Union,Gold
Seoul,1988,Football,Football,football,"KLEPPINGER, Gerhard",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"JANSSEN, Olaf",Men,West Germany,Bronze
Seoul,1988,Football,Football,football,"GOERTZ, Armin",Men,West Germany,Bronze
Seoul,1988,Gymnastics,Artistic G.,parallel bars,"ARTEMOV, Vladimir",Men,Soviet Union,Gold
Seoul,1988,Gymnastics,Artistic G.,team competition,"SATO, Toshiharu",Men,Japan,Bronze
Seoul,1988,Gymnastics,Artistic G.,vault,"KROLL, Sylvio",Men,East Germany,Silver
Seoul,1988,Gymnastics,Artistic G.,floor exercises,"SILIVAS, Daniela",Women,Romania,Gold
Seoul,1988,Gymnastics,Artistic G.,horizontal bar,"BEHRENDT, Holger",Men,East Germany,Bronze
Seoul,1988,Gymnastics,Artistic G.,rings,"TIPPELT, Sven",Men,East Germany,Bronze
Seoul,1988,Gymnastics,Artistic G.,team competition,"BOGINSKAYA, Svetlana",Women,Soviet Union,Gold
